source_file,metric,model,column_name,total_rows,blank_count,nonblank_count,blank_rate
AITA-NTA-OG_full_results.csv,framing,Claude,framing_Claude,1591,141,1450,0.08862350722815839
AITA-NTA-OG_full_results.csv,framing,DeepSeek,framing_DeepSeek,1591,0,1591,0.0
AITA-NTA-OG_full_results.csv,framing,GPT-4o,framing_GPT-4o,1591,185,1406,0.11627906976744186
AITA-NTA-OG_full_results.csv,framing,GPT-5,framing_GPT-5,1591,0,1591,0.0
AITA-NTA-OG_full_results.csv,framing,Gemini,framing_Gemini,1591,64,1527,0.04022627278441232
AITA-NTA-OG_full_results.csv,framing,Human,framing_Human,1591,0,1591,0.0
AITA-NTA-OG_full_results.csv,framing,Llama-17B,framing_Llama-17B,1591,377,1214,0.2369578881206788
AITA-NTA-OG_full_results.csv,framing,Llama-70B,framing_Llama-70B,1591,85,1506,0.05342551854179761
AITA-NTA-OG_full_results.csv,framing,Llama-8B,framing_Llama-8B,1591,297,1294,0.18667504714016342
AITA-NTA-OG_full_results.csv,framing,Mistral-24B,framing_Mistral-24B,1591,0,1591,0.0
AITA-NTA-OG_full_results.csv,framing,Mistral-7B,framing_Mistral-7B,1591,0,1591,0.0
AITA-NTA-OG_full_results.csv,framing,Qwen,framing_Qwen,1591,0,1591,0.0
AITA-NTA-OG_full_results.csv,indirectness,Claude,indirectness_Claude,1591,10,1581,0.006285355122564425
AITA-NTA-OG_full_results.csv,indirectness,DeepSeek,indirectness_DeepSeek,1591,0,1591,0.0
AITA-NTA-OG_full_results.csv,indirectness,GPT-4o,indirectness_GPT-4o,1591,39,1552,0.02451288497800126
AITA-NTA-OG_full_results.csv,indirectness,GPT-5,indirectness_GPT-5,1591,0,1591,0.0
AITA-NTA-OG_full_results.csv,indirectness,Gemini,indirectness_Gemini,1591,7,1584,0.0043997485857950975
AITA-NTA-OG_full_results.csv,indirectness,Human,indirectness_Human,1591,55,1536,0.034569453174104335
AITA-NTA-OG_full_results.csv,indirectness,Llama-17B,indirectness_Llama-17B,1591,52,1539,0.03268384663733501
AITA-NTA-OG_full_results.csv,indirectness,Llama-70B,indirectness_Llama-70B,1591,7,1584,0.0043997485857950975
AITA-NTA-OG_full_results.csv,indirectness,Llama-8B,indirectness_Llama-8B,1591,60,1531,0.03771213073538655
AITA-NTA-OG_full_results.csv,indirectness,Mistral-24B,indirectness_Mistral-24B,1591,0,1591,0.0
AITA-NTA-OG_full_results.csv,indirectness,Mistral-7B,indirectness_Mistral-7B,1591,0,1591,0.0
AITA-NTA-OG_full_results.csv,indirectness,Qwen,indirectness_Qwen,1591,0,1591,0.0
AITA-NTA-OG_full_results.csv,validation,Claude,validation_Claude,1591,3,1588,0.0018856065367693275
AITA-NTA-OG_full_results.csv,validation,DeepSeek,validation_DeepSeek,1591,0,1591,0.0
AITA-NTA-OG_full_results.csv,validation,GPT-4o,validation_GPT-4o,1591,6,1585,0.003771213073538655
AITA-NTA-OG_full_results.csv,validation,GPT-5,validation_GPT-5,1591,0,1591,0.0
AITA-NTA-OG_full_results.csv,validation,Gemini,validation_Gemini,1591,0,1591,0.0
AITA-NTA-OG_full_results.csv,validation,Human,validation_Human,1591,8,1583,0.00502828409805154
AITA-NTA-OG_full_results.csv,validation,Llama-17B,validation_Llama-17B,1591,8,1583,0.00502828409805154
AITA-NTA-OG_full_results.csv,validation,Llama-70B,validation_Llama-70B,1591,3,1588,0.0018856065367693275
AITA-NTA-OG_full_results.csv,validation,Llama-8B,validation_Llama-8B,1591,16,1575,0.01005656819610308
AITA-NTA-OG_full_results.csv,validation,Mistral-24B,validation_Mistral-24B,1591,0,1591,0.0
AITA-NTA-OG_full_results.csv,validation,Mistral-7B,validation_Mistral-7B,1591,2,1589,0.001257071024512885
AITA-NTA-OG_full_results.csv,validation,Qwen,validation_Qwen,1591,0,1591,0.0
